,Date,Close,High,Low,Volume
406,2018-06-13,13.674431210777389,13.791656123208034,13.450599093377726,45404.99999999997
407,2018-06-14,13.553584067848758,13.659404958267064,13.32586779146487,45404.99999999997
408,2018-06-15,13.44818416672677,13.544535190368126,13.214881178361889,45404.99999999997
409,2018-06-16,13.35388361269689,13.4436561593476,13.11243216033765,45404.99999999997
410,2018-06-17,13.267140440779151,13.353580235979146,13.014655635335963,45404.99999999997
411,2018-06-18,13.186179594513375,13.27190149664416,12.92016331205459,45404.99999999997
412,2018-06-19,13.110978358849792,13.197175875786158,12.829869403594447,45404.99999999997
413,2018-06-20,13.042393467888957,13.128757946148115,12.74565933557067,45404.99999999997
414,2018-06-21,12.981099102797561,13.066469524833995,12.668750449257315,45404.99999999997
415,2018-06-22,12.926932871783528,13.010335176778458,12.598890652784776,45404.99999999997
416,2018-06-23,12.879171076674531,12.960455769482817,12.534798382040835,45404.99999999997
417,2018-06-24,12.837269405228415,12.917012971893174,12.475462120110375,45404.99999999997
418,2018-06-25,12.801422126268443,12.880224069382987,12.421140252788156,45404.99999999997
419,2018-06-26,12.77241449737893,12.850175213794994,12.37327818221215,45404.99999999997
420,2018-06-27,12.750802064874748,12.826588083193688,12.333357732039577,45404.99999999997
421,2018-06-28,12.736079324908218,12.808662715994288,12.301485335712094,45404.99999999997
422,2018-06-29,12.726474050668495,12.795162611205903,12.275875098556314,45404.99999999997
423,2018-06-30,12.719636844365686,12.784723645349487,12.253635181277145,45404.99999999997
424,2018-07-01,12.713713677073187,12.776209325345889,12.232354370101964,45404.99999999997
425,2018-07-02,12.708071475837373,12.768883464724768,12.211277471973983,45404.99999999997
426,2018-07-03,12.703143823458655,12.762302167972674,12.191276313747103,45404.99999999997
427,2018-07-04,12.699516921691458,12.756031732030362,12.173667857281053,45404.99999999997
428,2018-07-05,12.69697270827809,12.749411119961852,12.158720209792925,45404.99999999997
429,2018-07-06,12.694137031858013,12.741537134192122,12.145029959291586,45404.99999999997
430,2018-07-07,12.689016948280372,12.731464216817692,12.130180350613397,45404.99999999997
431,2018-07-08,12.67996130521211,12.718465853527384,12.112199757492018,45404.99999999997
432,2018-07-09,12.666381482691218,12.702178128496104,12.090660583360586,45404.99999999997
433,2018-07-10,12.648758463321391,12.682565733506895,12.066675740147419,45404.99999999997
434,2018-07-11,12.627992814868026,12.659781464453934,12.041838475588694,45404.99999999997
435,2018-07-12,12.604624992141131,12.63402234742043,12.016859049913673,45404.99999999997
436,2018-07-13,12.578426808086716,12.605450300020314,11.990968482303666,45404.99999999997
437,2018-07-14,12.548645756417777,12.574161583947621,11.962452544587897,45404.99999999997
438,2018-07-15,12.514600037539122,12.540170859828775,11.929895624637918,45404.99999999997
439,2018-07-16,12.476193052621285,12.503396991029025,11.893118125577137,45404.99999999997
440,2018-07-17,12.433966738721814,12.463671740121933,11.853168964936968,45404.99999999997
441,2018-07-18,12.388649774141673,12.420786589109007,11.811407385534249,45404.99999999997
442,2018-07-19,12.340592932764698,12.374567102004903,11.768335967090891,45404.99999999997
443,2018-07-20,12.289518248795048,12.32496883422477,11.723158683603321,45404.99999999997
444,2018-07-21,12.23486103345838,12.27217093790859,11.674390761829692,45404.99999999997
445,2018-07-22,12.176444910594226,12.216642747800513,11.62112032426749,45404.99999999997
446,2018-07-23,12.115024889830938,12.15913859256559,11.563924897790205,45404.99999999997
447,2018-07-24,12.052220569107842,12.10058353069531,11.504780455135071,45404.99999999997
448,2018-07-25,11.989787087439947,12.041858450844753,11.445975847377767,45404.99999999997
449,2018-07-26,11.928722873077884,11.983555593013001,11.388717414895938,45404.99999999997
450,2018-07-27,11.868786683213163,11.925831601799738,11.332468738593313,45404.99999999997
451,2018-07-28,11.808825276689738,11.86844700621438,11.275457107603392,45404.99999999997
452,2018-07-29,11.747659627642301,11.810988231484247,11.216011095629383,45404.99999999997
453,2018-07-30,11.68494205798007,11.753143622792864,11.153708912343522,45404.99999999997
454,2018-07-31,11.62137593107755,11.694868095457444,11.089578690913456,45404.99999999997
455,2018-08-01,11.558159374765193,11.63634565813052,11.02525159927076,45404.99999999997
456,2018-08-02,11.49612102103184,11.577793756213167,10.961678614068033,45404.99999999997
457,2018-08-03,11.435161475285213,11.519275530156488,10.898448172375183,45404.99999999997
458,2018-08-04,11.374447537986194,11.460659699737516,10.834178029308797,45404.99999999997
459,2018-08-05,11.313130599883653,11.401746348253923,10.767691659298768,45404.99999999997
460,2018-08-06,11.251041071611038,11.342440477637497,10.699011666847584,45404.99999999997
461,2018-08-07,11.188808800487884,11.282834160371607,10.629457777425598,45404.99999999997
462,2018-08-08,11.127330956834161,11.223151243501363,10.560782660986412,45404.99999999997
463,2018-08-09,11.06708793260478,11.163630047925874,10.493966414558791,45404.99999999997
464,2018-08-10,11.00784170198257,11.104474388771454,10.428661589626202,45404.99999999997
465,2018-08-11,10.948986701707696,11.045907449480444,10.363674733886311,45404.99999999997
466,2018-08-12,10.890207221951144,10.98825005765663,10.29812279218972,45404.99999999997
467,2018-08-13,10.831912015345482,10.93190165599887,10.232299593566488,45404.99999999997
468,2018-08-14,10.775053677380802,10.877191261654389,10.167613986444467,45404.99999999997
469,2018-08-15,10.720453505301576,10.824197550929881,10.10564321587201,45404.99999999997
470,2018-08-16,10.66819010954293,10.77268124909925,10.046977695686088,45404.99999999997
471,2018-08-17,10.617481228331394,10.722207288268248,9.99079970773992,45404.99999999997
472,2018-08-18,10.567208025395004,10.672391188068703,9.935497722736562,45404.99999999997
473,2018-08-19,10.516688210881496,10.623129699066583,9.879904287345916,45404.99999999997
474,2018-08-20,10.466188883562618,10.574690303774695,9.824204819356176,45404.99999999997
475,2018-08-21,10.416832903381565,10.527636730495178,9.76991556637033,45404.99999999997
476,2018-08-22,10.369980041446624,10.482660333022942,9.718972785886796,45404.99999999997
477,2018-08-23,10.326531627524822,10.440406169566183,9.672550740154419,45404.99999999997
478,2018-08-24,10.2865664610868,10.401363050595172,9.630497896498595,45404.99999999997
479,2018-08-25,10.249551577748374,10.365824121790556,9.591714140304834,45404.99999999997
480,2018-08-26,10.214881610712085,10.333896890767196,9.55515212722386,45404.99999999997
481,2018-08-27,10.182366150331914,10.30553835979622,9.5206187850874,45404.99999999997
482,2018-08-28,10.152328893719918,10.280611023008909,9.488842076047685,45404.99999999997
483,2018-08-29,10.125280933660862,10.258953941896962,9.46079933423624,45404.99999999997
484,2018-08-30,10.101478749387518,10.240443581228977,9.436807858953081,45404.99999999997
485,2018-08-31,10.080689216957094,10.225026532241872,9.416147790991392,45404.99999999997
486,2018-09-01,10.062387354549077,10.212709314060014,9.397487135259754,45404.99999999997
487,2018-09-02,10.04619812618001,10.203522610721658,9.379822397120838,45404.99999999997
488,2018-09-03,10.032260561646913,10.197482737899833,9.363177094715642,45404.99999999997
489,2018-09-04,10.021196200460825,10.194564817255692,9.34856298654237,45404.99999999997
490,2018-09-05,10.013662528861337,10.194687496488568,9.33721550418084,45404.99999999997
491,2018-09-06,10.009831663591854,10.197703414520046,9.329612810920805,45404.99999999997
492,2018-09-07,10.009162869882584,10.203416379549525,9.32506303333061,45404.99999999997
493,2018-09-08,10.010735830616888,10.211640794055484,9.322155617491145,45404.99999999997
494,2018-09-09,10.01390596343597,10.222291577331706,9.319786089931426,45404.99999999997
495,2018-09-10,10.018814507509862,10.235434014825287,9.31794200191576,45404.99999999997
496,2018-09-11,10.02632180656234,10.251219507027415,9.31768467352629,45404.99999999997
497,2018-09-12,10.03734739741994,10.269700384228164,9.320307025692433,45404.99999999997
498,2018-09-13,10.052082628346938,10.29061347271379,9.326217857718914,45404.99999999997
499,2018-09-14,10.069623948750957,10.313287529757178,9.334431241913858,45404.99999999997
500,2018-09-15,10.088363020642575,10.33675489040118,9.343028509923183,45404.99999999997
501,2018-09-16,10.106814391608111,10.360010291404874,9.35029247701022,45404.99999999997
502,2018-09-17,10.124308558049272,10.382254723437601,9.355640668638248,45404.99999999997
503,2018-09-18,10.14106445589443,10.402990440201274,9.359731317758342,45404.99999999997
504,2018-09-19,10.157627772841554,10.421953194882684,9.363698394281979,45404.99999999997
505,2018-09-20,10.174170776211124,10.438978176808742,9.368077323511985,45404.99999999997
506,2018-09-21,10.190168949078917,10.453925656489771,9.372297609199356,45404.99999999997
507,2018-09-22,10.204702436646855,10.466695786505568,9.375079725571126,45404.99999999997
508,2018-09-23,10.21705280861212,10.477268534834371,9.375418961113736,45404.99999999997
509,2018-09-24,10.227115173506075,10.48567411456121,9.373314027843955,45404.99999999997
510,2018-09-25,10.235268817706022,10.491873621846839,9.369689815841383,45404.99999999997
511,2018-09-26,10.24180258488932,10.495634657969887,9.36556293292228,45404.99999999997
512,2018-09-27,10.246397048283919,10.496518403648956,9.36105444465948,45404.99999999997
513,2018-09-28,10.248067870548656,10.494032932959923,9.355082178262908,45404.99999999997
514,2018-09-29,10.245695217615724,10.48787144943866,9.345976808515047,45404.99999999997
515,2018-09-30,10.238735336256783,10.478084795670918,9.332615935748084,45404.99999999997
516,2018-10-01,10.227619184169876,10.465071380401872,9.315196644265257,45404.99999999997
517,2018-10-02,10.213531054476356,10.449401528343893,9.295120134294603,45404.99999999997
518,2018-10-03,10.197712412378563,10.431606865294855,9.274080348324093,45404.99999999997
519,2018-10-04,10.180804325894705,10.412069445959768,9.252980247481739,45404.99999999997
520,2018-10-05,10.162647890616153,10.391071327679807,9.23151390591532,45404.99999999997
521,2018-10-06,10.142704147677472,10.368944002699452,9.20867352400337,45404.99999999997
522,2018-10-07,10.120745030466471,10.346208348266174,9.183810118395641,45404.99999999997
523,2018-10-08,10.09736981861188,10.32362057299942,9.157411678005035,45404.99999999997
524,2018-10-09,10.073991706656972,10.302112662868177,9.131075590039138,45404.99999999997
525,2018-10-10,10.052290177497841,10.282663356078777,9.106704047946673,45404.99999999997
526,2018-10-11,10.033521601716192,10.266143817984174,9.0854606114918,45404.99999999997
527,2018-10-12,10.018102109861337,10.253191188704383,9.06728034078256,45404.99999999997
528,2018-10-13,10.005749010663601,10.244145169773832,9.051227879450437,45404.99999999997
529,2018-10-14,9.996015207342754,10.239073517847991,9.036434435773696,45404.99999999997
530,2018-10-15,9.98884725797107,10.237867695974023,9.022862534115593,45404.99999999997
531,2018-10-16,9.984736321306205,10.240352101167748,9.01137849336402,45404.99999999997
532,2018-10-17,9.984356277904658,10.246351027908371,9.003102831689553,45404.99999999997
533,2018-10-18,9.988025852639122,10.255697550957034,8.998509891384405,45404.99999999997
534,2018-10-19,9.995404952892352,10.2682300906122,8.997034585604105,45404.99999999997
535,2018-10-20,10.005736766360508,10.283818047805527,8.997482040619424,45404.99999999997
536,2018-10-21,10.01843258543623,10.302413144013922,8.998968123967623,45404.99999999997
537,2018-10-22,10.033541645380167,10.324056716897589,9.001615100316553,45404.99999999997
538,2018-10-23,10.051668505902544,10.348780049879046,9.006472984939943,45404.99999999997
539,2018-10-24,10.07333183716673,10.376410393041944,9.014671567417462,45404.99999999997
540,2018-10-25,10.09823493295252,10.40638094903586,9.02635173390912,45404.99999999997
541,2018-10-26,10.124970387817033,10.437689144754472,9.040222424203538,45404.99999999997
542,2018-10-27,10.151473470395542,10.469063611560609,9.05407765399458,45404.99999999997
543,2018-10-28,10.175903264894822,10.499263561445206,9.065954725372409,45404.99999999997
544,2018-10-29,10.19736292789407,10.527328536681193,9.075062724442033,45404.99999999997
545,2018-10-30,10.215943811682909,10.552628135686897,9.08186051040269,45404.99999999997
546,2018-10-31,10.232074578769005,10.574702467755868,9.087250769403067,45404.99999999997
547,2018-11-01,10.245701570436719,10.593030667488168,9.091468443750196,45404.99999999997
548,2018-11-02,10.255882104845215,10.606919025771342,9.093558195475751,45404.99999999997
549,2018-11-03,10.26111847529651,10.615587488085893,9.091803052545131,45404.99999999997
550,2018-11-04,10.260123773495021,10.618381988930533,9.084794666022912,45404.99999999997
551,2018-11-05,10.252459434145539,10.614947964049275,9.072285518233112,45404.99999999997
552,2018-11-06,10.238577130420573,10.605253248203049,9.055223488447739,45404.99999999997
553,2018-11-07,10.219288760532459,10.589482663122222,9.034964353283478,45404.99999999997
554,2018-11-08,10.195141668575934,10.567913777178298,9.012235422117017,45404.99999999997
555,2018-11-09,10.166135696678836,10.540871900418232,8.986683896145983,45404.99999999997
556,2018-11-10,10.13199446956281,10.508753798512764,8.957302127521658,45404.99999999997
557,2018-11-11,10.092686134698612,10.47204201361503,8.923394638217344,45404.99999999997
558,2018-11-12,10.04876594437943,10.431244048866233,8.885277782589146,45404.99999999997
559,2018-11-13,10.001259764873149,10.386781991477863,8.844211270590367,45404.99999999997
560,2018-11-14,9.951178432778192,10.33892083573596,8.801624746284158,45404.99999999997
561,2018-11-15,9.899053155136038,10.287797657886374,8.758191544343427,45404.99999999997
562,2018-11-16,9.844817214754572,10.233554694771456,8.713507737751115,45404.99999999997
563,2018-11-17,9.788188959257166,10.176505634610358,8.666607205015385,45404.99999999997
564,2018-11-18,9.729261210707357,10.117252025560065,8.616966563085935,45404.99999999997
565,2018-11-19,9.66891215034525,10.056693032250081,8.565221055306521,45404.99999999997
566,2018-11-20,9.608730760651984,9.995927152546175,8.513103779909919,45404.99999999997
567,2018-11-21,9.550457284343105,9.936083881334795,8.4626399292714,45404.99999999997
568,2018-11-22,9.495310116450177,9.878139933288079,8.415112916644366,45404.99999999997
569,2018-11-23,9.443603924562916,9.822790122893684,8.370565763911369,45404.99999999997
570,2018-11-24,9.394934302905252,9.770413618027623,8.328131427839473,45404.99999999997
571,2018-11-25,9.348747065349702,9.721147169598847,8.286942345915453,45404.99999999997
572,2018-11-26,9.304922038596157,9.675026539842975,8.246905292789858,45404.99999999997
573,2018-11-27,9.263965533119386,9.632124387403717,8.20883333394836,45404.99999999997
574,2018-11-28,9.22669635035792,9.59261484158794,8.173879556871219,45404.99999999997
575,2018-11-29,9.193715587871814,9.556736221945776,8.142689149704815,45404.99999999997
576,2018-11-30,9.165038463457494,9.524699605136078,8.114970831370435,45404.99999999997
577,2018-12-01,9.14020316302265,9.496618298757545,8.089790359520332,45404.99999999997
578,2018-12-02,9.118726725127717,9.472513907954877,8.066384692031615,45404.99999999997
579,2018-12-03,9.100560280383968,9.452379390764515,8.044827160485557,45404.99999999997
580,2018-12-04,9.08616325791747,9.436234769655075,8.02606378505555,45404.99999999997
581,2018-12-05,9.076117503987682,9.424125357911485,8.01128298879431,45404.99999999997
582,2018-12-06,9.070611405464891,9.416070106244389,8.001049143760179,45404.99999999997
583,2018-12-07,9.069203976148474,9.41203475034411,7.994912536993197,45404.99999999997
584,2018-12-08,9.071131584411265,9.411976874486474,7.991785061487962,45404.99999999997
585,2018-12-09,9.075894677455686,9.415931586153734,7.990827312314593,45404.99999999997
586,2018-12-10,9.083675395186814,9.424036675547569,7.992121700469042,45404.99999999997
587,2018-12-11,9.09520913293077,9.436427385470665,7.996631043526635,45404.99999999997
588,2018-12-12,9.111149385841793,9.453038919401742,8.005443497000346,45404.99999999997
589,2018-12-13,9.131417899901312,9.473448323173905,8.018818665584721,45404.99999999997
590,2018-12-14,9.155013210181293,9.496890337662547,8.03580733038339,45404.99999999997
591,2018-12-15,9.1804684114035,9.522452881935145,8.054724439990034,45404.99999999997
592,2018-12-16,9.206601480161895,9.54933694245681,8.074165867960076,45404.99999999997
593,2018-12-17,9.233058300214468,9.577024140699608,8.093788032369066,45404.99999999997
594,2018-12-18,9.260267561425826,9.605277021886744,8.114329490120566,45404.99999999997
595,2018-12-19,9.288878883741125,9.63401220141628,8.136878975145105,45404.99999999997
596,2018-12-20,9.319134841785088,9.66315253806721,8.161909484006777,45404.99999999997
597,2018-12-21,9.350580470627047,9.692545781408025,8.188829455365486,45404.99999999997
598,2018-12-22,9.382291041672065,9.721941853273043,8.216309477685694,45404.99999999997
599,2018-12-23,9.413333461701134,9.750975420371216,8.243097262502273,45404.99999999997
600,2018-12-24,9.443081214494205,9.779103580601394,8.268601702536005,45404.99999999997
601,2018-12-25,9.471105968800524,9.80551676808074,8.292801788741547,45404.99999999997
602,2018-12-26,9.496735949448158,9.829100720214807,8.315551524167796,45404.99999999997
603,2018-12-27,9.518675613847362,9.848517123180084,8.33580850598475,45404.99999999997
604,2018-12-28,9.535027236576944,9.862408998463252,8.351487905201374,45404.99999999997
605,2018-12-29,9.543832833639701,9.8696663807445,8.360147615185577,45404.99999999997
