,Date,High,Low,Close,Volume,VolumeT,Gaus
407,2016-10-11,19.3,19.3,19.3,4,1392,19.33115154113961
408,2016-10-12,19.3,19.0,19.0,5,3000,19.351175329933348
409,2016-10-13,19.0,19.0,19.0,5,6570,19.376868590095654
410,2016-10-14,19.5,19.2,19.3,6,6525,19.411183780655108
411,2016-10-17,19.1,19.0,19.0,4,5000,19.455835269930816
412,2016-10-18,19.5,19.0,19.3,4,801,19.51089936192512
413,2016-10-19,19.1,19.1,19.1,2,1500,19.574690409228936
414,2016-10-20,19.5,19.4,19.5,5,3074,19.64389913940614
415,2016-10-21,19.8,19.1,19.8,5,1001319,19.714018411408457
416,2016-10-24,20.6,19.8,20.0,21,523336,19.7800056247264
417,2016-10-25,20.9,19.9,20.7,72,71947,19.8369854498681
418,2016-10-26,21.0,20.0,20.0,23,766815,19.880958371632033
419,2016-10-27,20.3,20.1,20.2,7,14500,19.90936427821553
420,2016-10-28,20.4,20.1,20.3,7,1640,19.92136117081229
421,2016-10-31,20.5,20.3,20.4,16,402,19.91781866675412
422,2016-11-01,20.5,20.0,20.1,29,12956,19.90106397665598
423,2016-11-02,20.2,20.0,20.0,28,36091,19.87434257729216
424,2016-11-03,20.0,19.5,19.5,12,3857,19.84116874404751
425,2016-11-04,20.0,19.5,19.5,5,5001,19.804764665213842
426,2016-11-07,19.6,19.5,19.5,11,1515,19.76750987712524
427,2016-11-08,19.8,19.5,19.5,43,20120,19.73064561175519
428,2016-11-09,19.8,19.8,19.5,1,1,19.69436523153512
429,2016-11-10,20.2,19.5,20.0,68,2341304,19.658036536306835
430,2016-11-11,20.1,19.6,20.0,8,36861,19.620644988093545
431,2016-11-15,20.0,19.6,19.6,8,31053,19.581211392637144
432,2016-11-16,19.9,19.6,19.9,11,17976,19.53923702443861
433,2016-11-17,19.6,19.5,19.5,7,21000,19.494946809366326
434,2016-11-18,19.5,19.5,19.5,16,218171,19.449229396562817
435,2016-11-21,19.2,19.1,19.2,4,5000,19.403599824974922
436,2016-11-22,19.2,19.1,19.2,7,1415,19.359867205254297
437,2016-11-23,19.1,19.1,19.1,8,6600,19.319833990445908
438,2016-11-24,19.1,19.1,19.1,2,200,19.285084169079976
439,2016-11-25,19.7,19.1,19.4,5,700,19.25671514555944
440,2016-11-28,19.4,19.1,19.1,5,4270,19.235306694291435
441,2016-11-29,19.5,19.1,19.1,3,501,19.220894868409157
442,2016-11-30,19.3,19.1,19.1,10,2552,19.213066102955
443,2016-12-01,19.1,19.1,19.1,2,1504,19.211011993376918
444,2016-12-02,19.1,19.1,19.1,3,1540,19.213659756496966
445,2016-12-05,19.7,19.3,19.4,12,3450,19.21975944255992
446,2016-12-06,19.3,19.2,19.2,3,1001,19.22806071710603
447,2016-12-07,19.5,19.0,19.0,12,16739,19.237358162002128
448,2016-12-08,19.3,19.2,19.2,7,50000,19.24666960758979
449,2016-12-09,20.4,19.6,19.9,8,14651,19.255304243978244
450,2016-12-14,20.3,19.0,19.1,13,4801,19.262855997511767
451,2016-12-15,19.1,19.0,19.1,3,730,19.269241694937982
452,2016-12-16,19.8,19.1,19.6,6,1620,19.274578089000936
453,2016-12-20,19.2,19.1,19.1,4,601,19.279107909227857
454,2016-12-21,19.6,19.1,19.2,3,640,19.28300852625987
455,2016-12-22,19.2,19.2,19.2,4,2180,19.28637688224402
456,2016-12-23,19.3,19.1,19.1,4,810,19.289148652058465
457,2016-12-28,19.5,19.1,19.2,11,3200,19.29116314616764
458,2016-12-30,19.8,19.7,19.7,4,795,19.29222933621076
